SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-05593179,8/21/17,Front,,Open,,Vacant,FALSE,FALSE,12329,S,PERRY,AVE,60628,1177823.273,1823200.563,9,5,53,41.67017741,-87.62482563,"(41.67017741398629, -87.62482563014918)"
Vacant/Abandoned Building,17-05603471,8/21/17,Front,,Open,SIDE,Vacant,FALSE,FALSE,617,E,92ND,ST,60619,1181963.384,1844108.886,9,6,44,41.72745823,-87.60902982,"(41.72745823093537, -87.60902981680802)"
Vacant/Abandoned Building,17-05596323,8/21/17,Front,,Open,NO,Vacant,FALSE,FALSE,4418,W,VAN BUREN,ST,60624,1147003.818,1897657.006,28,11,26,41.8751384,-87.73572954,"(41.87513840311465, -87.73572953894502)"
Vacant/Abandoned Building,17-05591205,8/21/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,9228,S,AVALON,AVE,60619,1186150.205,1844039.932,8,4,47,41.72717132,-87.5936952,"(41.727171316240366, -87.59369519847114)"
Vacant/Abandoned Building,17-05597422,8/21/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,7823,S,ADA,ST,60620,1168798.513,1852889.651,17,6,71,41.75184776,-87.65700189,"(41.75184775634652, -87.6570018861528)"
Vacant/Abandoned Building,17-05594586,8/21/17,,,,,,,,1919,S,PEORIA,ST,60608,1170888.685,1890900.92,11,12,31,41.85610937,-87.64823207,"(41.8561093675515, -87.64823207234518)"
Vacant/Abandoned Building,17-05613805,8/22/17,Front,,Open,,Vacant,FALSE,FALSE,11623,S,CHURCH,ST,60643,1165344.682,1827542.885,34,22,75,41.68236599,-87.67037385,"(41.68236599023022, -87.670373852911)"
Vacant/Abandoned Building,17-05625836,8/22/17,Front,,Open,,Vacant,FALSE,FALSE,700,E,105TH,ST,60628,1182799.404,1835484.527,9,5,50,41.70377258,-87.60623417,"(41.70377258323187, -87.60623417339181)"
Vacant/Abandoned Building,17-05632084,8/22/17,Front,,Open,,Vacant,TRUE,FALSE,644,N,ST LOUIS,AVE,60624,1152932.883,1904074.824,27,11,23,41.89263422,-87.71379013,"(41.89263421663207, -87.71379013110123)"
Vacant/Abandoned Building,17-05616475,8/22/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,7519,S,ESSEX,AVE,60649,1194169.46,1855588.91,7,4,43,41.75866984,-87.56394184,"(41.75866983961606, -87.56394183736823)"
Vacant/Abandoned Building,17-05627705,8/22/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,7240,S,LANGLEY,AVE,60619,1182148.161,1857162.424,6,3,69,41.76327431,-87.60794986,"(41.76327431033033, -87.60794986236425)"
Vacant/Abandoned Building,17-05626610,8/22/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,7435,S,CHAMPLAIN,AVE,60619,1181851.257,1855856.74,6,3,69,41.75969824,-87.60907835,"(41.75969824333274, -87.60907835492179)"
Vacant/Abandoned Building,17-05627563,8/22/17,Garage,,Open,GARAGE TO THE ALLEY; RESIDENTS ARE PUTTING TRASH IN GARAGE,Vacant,FALSE,FALSE,6833,S,CALUMET,AVE,60637,1179657.566,1859781.982,20,3,69,41.77051992,-87.61699833,"(41.770519924959366, -87.61699833276981)"
Vacant/Abandoned Building,17-05624739,8/22/17,Rear,,Open,,Vacant,FALSE,TRUE,4100,W,21ST,ST,60623,1149371.312,1889774.911,24,10,29,41.85346343,-87.72724129,"(41.85346343010945, -87.72724129051852)"
Vacant/Abandoned Building,17-05624867,8/22/17,,,,,,,,1408,E,91ST,ST,60619,1187127.17,1844911.52,8,4,48,41.72953995,-87.59008892,"(41.729539954996355, -87.59008892198956)"
Vacant/Abandoned Building,17-05650318,8/23/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,4529,W,JACKSON,BLVD,60624,1146120.73,1898299.398,28,11,26,41.87691803,-87.73895558,"(41.87691802957115, -87.73895558186616)"
Vacant/Abandoned Building,17-05641760,8/23/17,Front,,Open,,Vacant,FALSE,FALSE,8634,S,MANISTEE,AVE,60617,1195986.263,1848254.245,7,4,46,41.73849817,-87.55752589,"(41.7384981739709, -87.55752589379706)"
Vacant/Abandoned Building,17-05637793,8/23/17,,,,,,,,7957,S,COLFAX,AVE,60617,1194897.676,1852709.35,7,4,46,41.7507502,-87.56136773,"(41.750750203827394, -87.56136772583801)"
Vacant/Abandoned Building,17-05641658,8/23/17,Front,,Open,,Vacant,FALSE,FALSE,8644,S,MANISTEE,AVE,60617,1195987.563,1848187.345,7,4,46,41.73831456,-87.55752334,"(41.73831456274873, -87.55752334053562)"
Vacant/Abandoned Building,17-05641711,8/23/17,Front,,Open,,Vacant,FALSE,FALSE,8640,S,MANISTEE,AVE,60617,1195987.063,1848214.145,7,4,46,41.73838812,-87.55752429,"(41.738388116506805, -87.55752428724436)"
Vacant/Abandoned Building,17-05640812,8/23/17,Front,,Open,,Vacant,FALSE,TRUE,420,W,66TH,PL,60621,1174663.404,1860840.87,6,7,68,41.77353832,-87.63527336,"(41.77353831784334, -87.6352733555978)"
Vacant/Abandoned Building,17-05646477,8/23/17,Front,,Boarded,N/A -- NO FFENCE AROUND REAR OF PROP. PEOPLE CONSTANTLY FLY DUMPING IN REAR OF PROP. AND LEAVING FILLED CITY CARTS,Vacant,FALSE,FALSE,7048,S,ABERDEEN,ST,60621,1170200.511,1858068.832,6,7,68,41.76602974,-87.65171383,"(41.76602974212937, -87.65171382707604)"
Vacant/Abandoned Building,17-05645015,8/23/17,,,,,,,,6109,S,NORMAL,BLVD,60621,1174008.86,1864374.33,20,7,68,41.78324908,-87.63756796,"(41.783249080752206, -87.6375679567401)"
Vacant/Abandoned Building,17-05651389,8/23/17,Front,,Boarded,,Vacant,FALSE,FALSE,100,W,MARQUETTE,RD,60621,1176770.437,1860555.031,6,7,69,41.77270675,-87.62755808,"(41.772706754657406, -87.62755808226191)"
Vacant/Abandoned Building,17-05637698,8/23/17,,,,,,,,9355,S,PERRY,AVE,60620,1177255.757,1842930.992,21,6,49,41.72433334,-87.6263099,"(41.72433334271511, -87.62630990406767)"
Vacant/Abandoned Building,17-05640392,8/23/17,Front,,Open,,Vacant,TRUE,TRUE,1441,W,68TH,ST,60636,1167793.525,1859650.544,17,7,67,41.77042217,-87.66049092,"(41.770422166693635, -87.66049092365537)"
Vacant/Abandoned Building,17-05645805,8/23/17,Front,,Open,,Vacant,TRUE,TRUE,6411,S,MAY,ST,60621,1169752.315,1862284.155,16,7,68,41.77760685,-87.65323444,"(41.77760684578064, -87.65323444098037)"
Vacant/Abandoned Building,17-05647792,8/23/17,Front,,Open,,Vacant,FALSE,FALSE,1921,N,RICHMOND,ST,60647,1156510.926,1912625.905,1,14,22,41.91602748,-87.70041765,"(41.91602747588755, -87.70041765195906)"
Vacant/Abandoned Building,17-05638205,8/23/17,,,,,,,,1737,W,CULLERTON,ST,60608,1165041.903,1890453.128,25,12,31,41.8550066,-87.66970536,"(41.85500659600414, -87.66970535734579)"
Vacant/Abandoned Building,17-05642312,8/23/17,Garage,,Open,NO GARAGE DOORS AT ALL,Vacant,FALSE,FALSE,5329,W,NORTH,AVE,60639,1140492.62,1910118.138,37,25,25,41.90945518,-87.75933027,"(41.90945518318844, -87.75933027188839)"
Vacant/Abandoned Building,17-05639186,8/23/17,Front,,Boarded,,Vacant,FALSE,FALSE,4322,W,21ST,ST,60623,1147893.757,1889737.391,24,10,29,41.85338896,-87.73266546,"(41.85338896303523, -87.7326654582022)"
Vacant/Abandoned Building,17-05644670,8/23/17,Front,,Open,FRONT WINDOWS ON THE SECOND FLOOR,Vacant,FALSE,FALSE,2605,E,76TH,ST,60649,1194894.34,1855073.111,7,4,43,41.75723663,-87.56130222,"(41.75723662819402, -87.56130222213685)"
Vacant/Abandoned Building,17-05644870,8/23/17,Rear,,Open,REAR DOOR IS OPEN,Vacant,FALSE,TRUE,8724,S,WINCHESTER,AVE,60620,1165119.17,1846807.037,21,22,71,41.73523474,-87.67065668,"(41.735234743267796, -87.67065667896811)"
Vacant/Abandoned Building,17-05656191,8/24/17,Front,,Open,REAR,Vacant,FALSE,FALSE,5409,W,DEVON,AVE,60646,1138963.989,1942131.305,39,16,12,41.99733029,-87.76416484,"(41.9973302944532, -87.76416483741353)"
Vacant/Abandoned Building,17-05654524,8/24/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,11747,S,UNION,AVE,60628,1173575.563,1826967.741,34,5,53,41.68060995,-87.64026089,"(41.68060994729256, -87.64026089259406)"
Vacant/Abandoned Building,17-05656175,8/24/17,Rear,,Open,NONE,Vacant,FALSE,FALSE,8743,S,KIMBARK,AVE,60619,1186320.082,1847166.7,8,4,48,41.7357475,-87.5929744,"(41.735747496204034, -87.59297440491592)"
Vacant/Abandoned Building,17-05656899,8/24/17,Front,,Open,"FRONT DOOR OPEN, AND SIDE WINDOW OPEN",Vacant,FALSE,TRUE,7445,S,EVANS,AVE,60619,1182513.342,1855809.759,6,3,69,41.759554,-87.6066533,"(41.759554001531974, -87.60665330063343)"
Vacant/Abandoned Building,17-05658453,8/24/17,Front,,Open,FRONT AND BACK,Vacant,FALSE,TRUE,7708,S,DREXEL,AVE,60619,1183567.828,1854091.657,8,6,69,41.75481485,-87.60284214,"(41.75481484526883, -87.60284213977658)"
Vacant/Abandoned Building,17-05668471,8/24/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,3547,W,SHAKESPEARE,AVE,60647,1152414.504,1914060.42,35,14,22,41.92004588,-87.71542977,"(41.92004587922215, -87.71542976860123)"
Vacant/Abandoned Building,17-05670696,8/24/17,Front,,Open,"FRONT DOOR AND REAR DOOR,",Vacant,FALSE,TRUE,3919,W,FLOURNOY,ST,60624,1150363.505,1896741.619,24,11,26,41.87256163,-87.7234179,"(41.8725616259146, -87.72341790009514)"
Vacant/Abandoned Building,17-05663924,8/24/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,1736,W,STEUBEN,ST,60643,1166956.11,1829245.92,34,22,75,41.68700523,-87.66442665,"(41.68700523239117, -87.66442664817289)"
Vacant/Abandoned Building,17-05659240,8/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,706,W,116TH,ST,60628,1173638.949,1828212.519,34,5,53,41.68402442,-87.6399922,"(41.68402441779132, -87.63999219987647)"
Vacant/Abandoned Building,17-05663181,8/24/17,Front,,Open,,Vacant,FALSE,FALSE,7031,S,MAY,ST,60621,1169866.933,1858172.867,6,7,68,41.76632247,-87.65293349,"(41.766322472974, -87.65293348901339)"
Vacant/Abandoned Building,17-05659780,8/24/17,Front,,Open,WINDOWS OPEN & GARAGE OPEN,Vacant,FALSE,TRUE,7634,S,VERNON,AVE,60619,1180566.485,1854491.473,6,6,69,41.75598139,-87.61382883,"(41.75598138864918, -87.61382883413194)"
Vacant/Abandoned Building,17-05674818,8/25/17,Front,,Open,,Vacant,FALSE,TRUE,3156,S,MAY,ST,60608,1169163.934,1883813.747,11,9,60,41.83669912,-87.65476829,"(41.83669912204944, -87.65476828894451)"
Vacant/Abandoned Building,17-05676003,8/25/17,,,,,,,,4855,S,LECLAIRE,AVE,60638,1143179.254,1871957.656,22,8,56,41.80468794,-87.75041236,"(41.804687935081624, -87.75041235540941)"
Vacant/Abandoned Building,17-05677028,8/25/17,Front,,Open,,Vacant,FALSE,FALSE,6400,S,CLAREMONT,AVE,60636,1161841.5,1862151.965,16,8,66,41.77741212,-87.68223933,"(41.77741212145136, -87.68223933425442)"
Vacant/Abandoned Building,17-05677096,8/25/17,Front,,Open,,Vacant,FALSE,FALSE,6412,S,CLAREMONT,AVE,60636,1161843.7,1862071.765,16,8,66,41.777192,-87.6822335,"(41.77719199591025, -87.68223349510022)"
Vacant/Abandoned Building,17-05694392,8/25/17,Front,,Boarded,UNKNOWN,Vacant,FALSE,FALSE,10004,S,UNION,AVE,60628,1173402.779,1838530.61,34,22,73,41.71234404,-87.64055293,"(41.7123440421593, -87.64055292562152)"
Vacant/Abandoned Building,17-05677526,8/25/17,Front,,Open,THE BACK DOOR IS OPEN,Vacant,FALSE,TRUE,12244,S,MAY,ST,60643,1170879.87,1823598.244,34,5,53,41.67142256,-87.65022624,"(41.671422563749054, -87.65022623607997)"
Vacant/Abandoned Building,17-05690947,8/25/17,Front,,Open,WINDOWS & REAR DOORS,Vacant,FALSE,TRUE,107,W,117TH,ST,60628,1177606.737,1827371.88,34,5,53,41.68162903,-87.62549271,"(41.6816290330018, -87.62549271461488)"
Vacant/Abandoned Building,17-05676425,8/25/17,,,,,,,,7257,S,PEORIA,ST,60621,1171561.68,1856719.574,6,7,68,41.7622975,-87.64676415,"(41.76229750169524, -87.64676414833924)"
Vacant/Abandoned Building,17-05676438,8/25/17,Garage,,Boarded,,Vacant,FALSE,FALSE,7246,S,MAY,ST,60621,1169905.69,1856747.601,6,7,68,41.76241052,-87.65283276,"(41.762410520120454, -87.65283276156663)"
Vacant/Abandoned Building,17-05680682,8/25/17,,,,,,,,8550,S,SANGAMON,ST,60620,1171462.472,1848467.058,21,6,71,41.73965369,-87.6473689,"(41.739653693871304, -87.64736890441287)"
Vacant/Abandoned Building,17-05671552,8/25/17,Front,,Open,FR,Vacant,TRUE,FALSE,6340,W,BELMONT,AVE,60634,1133567.084,1920598.638,36,16,17,41.93833928,-87.7845257,"(41.93833927925359, -87.78452569614238)"
Vacant/Abandoned Building,17-05698621,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,638,E,65TH,ST,60637,1181713.841,1862056.938,20,3,42,41.77671538,-87.60939072,"(41.77671537982002, -87.60939071573078)"
Vacant/Abandoned Building,17-05699175,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,6347,S,WOLCOTT,AVE,60636,1164774.881,1862570.277,15,7,67,41.77849858,-87.67147373,"(41.77849857503564, -87.67147372527533)"
Vacant/Abandoned Building,17-05699820,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,3218,W,POLK,ST,60624,1155038.935,1896189.695,24,11,27,41.87095464,-87.706267,"(41.87095464246398, -87.70626700420233)"
Vacant/Abandoned Building,17-05700515,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,7151,S,MAY,ST,60621,1169888.89,1857376.401,6,7,68,41.76413639,-87.6528761,"(41.76413639244257, -87.652876104886)"
Vacant/Abandoned Building,17-05701308,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,1500,E,71ST,ST,60619,1187408.535,1858249.726,5,3,43,41.76613462,-87.58863534,"(41.76613461655835, -87.58863533546015)"
Vacant/Abandoned Building,17-05701792,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,6917,S,DORCHESTER,AVE,60637,1186733.517,1859370.91,5,3,43,41.76922725,-87.59107402,"(41.769227254795844, -87.59107401718725)"
Vacant/Abandoned Building,17-05698617,8/26/17,Front,,Open,,Vacant,FALSE,FALSE,6353,S,WOLCOTT,AVE,60636,1164775.966,1862530.632,15,7,67,41.77838976,-87.67147086,"(41.778389760077665, -87.67147086408113)"
Vacant/Abandoned Building,17-05708855,8/26/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,735,E,92ND,PL,60619,1182752.785,1843800.483,9,6,44,41.72659367,-87.60614769,"(41.72659367373943, -87.60614769102985)"
Vacant/Abandoned Building,17-05706141,8/26/17,Front,,Open,FRONT DOOR OPEN,Vacant,FALSE,FALSE,1750,E,83RD,ST,60617,1189445.8,1850295.694,8,4,45,41.7442594,-87.58142296,"(41.74425940148998, -87.58142295737038)"
Vacant/Abandoned Building,17-05714707,8/27/17,Front,,Open,FRONT,Vacant,TRUE,FALSE,8101,S,BURNHAM,AVE,60617,1196242.461,1851794.35,7,4,46,41.74820616,-87.55647017,"(41.74820616000325, -87.55647016809537)"
Vacant/Abandoned Building,17-05717982,8/27/17,Front,,Open,FRONT AND REAR,Occupied,FALSE,TRUE,339,W,105TH,ST,60628,1175888.741,1835297.851,34,5,49,41.70341764,-87.63154512,"(41.70341764266843, -87.63154512180303)"
Vacant/Abandoned Building,17-05731328,8/27/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,6650,S,HONORE,ST,60636,1165149.394,1860910.938,15,7,67,41.77393721,-87.67014765,"(41.77393721041867, -87.67014764632256)"
Vacant/Abandoned Building,17-05716402,8/27/17,Front,,Open,"BACKYARD -- BK YRD BEING USED AS A DUMPING GROUND - ALOT OF GARBAGE,, MANY BAGS OF GARBAGE-CREATING A RODENT PROBLEM",Vacant,FALSE,FALSE,7038,S,MICHIGAN,AVE,60637,1178380.459,1858379.451,6,3,69,41.76670032,-87.6217222,"(41.76670032085003, -87.62172220285302)"
Vacant/Abandoned Building,17-05740950,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,1525,S,KENNETH,AVE,60623,1146969.34,1892168.204,24,10,29,41.86007712,-87.73599636,"(41.86007711739872, -87.73599636106395)"
Vacant/Abandoned Building,17-05741839,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,3030,S,KOSTNER,AVE,60623,1147543.085,1884019.2,22,10,30,41.83770422,-87.734099,"(41.83770421505728, -87.73409900264008)"
Vacant/Abandoned Building,17-05746276,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,10734,S,LANGLEY,AVE,60628,1182818.831,1833863.68,9,5,50,41.69932432,-87.60621315,"(41.69932431827315, -87.60621314551233)"
Vacant/Abandoned Building,17-05753867,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,5604,S,JUSTINE,ST,60636,1166964.593,1867562.202,16,7,67,41.7921505,-87.66330348,"(41.792150502190616, -87.66330348257783)"
Vacant/Abandoned Building,17-05741671,8/28/17,,,,,,,,2,E,114TH,PL,60628,1178302.467,1829054.032,9,5,49,41.68622939,-87.62289519,"(41.68622939366343, -87.62289519396988)"
Vacant/Abandoned Building,17-05752796,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,1951,S,SPAULDING,AVE,60623,1154674.292,1890174.728,24,10,29,41.85445621,-87.70776666,"(41.85445621161839, -87.70776665800699)"
Vacant/Abandoned Building,17-05753360,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,1833,S,KOMENSKY,AVE,60623,1149674.104,1890829.721,24,10,29,41.85635209,-87.72610255,"(41.85635208815913, -87.72610254755716)"
Vacant/Abandoned Building,17-05741777,8/28/17,Front,,Open,,Vacant,FALSE,FALSE,1413,W,110TH,ST,60643,1168800.69,1831806.463,34,22,75,41.69399228,-87.65760036,"(41.69399228360942, -87.65760036207249)"
Vacant/Abandoned Building,17-05755888,8/28/17,,,,,,,,3627,W,SHAKESPEARE,AVE,60647,1151856.307,1914047.395,35,25,22,41.92002116,-87.71748104,"(41.92002115633479, -87.71748103638843)"
Vacant/Abandoned Building,17-05756090,8/28/17,Front,,Boarded,NONE,Vacant,TRUE,FALSE,1310,E,71ST,PL,60619,1186184.733,1857851.629,8,3,43,41.76507119,-87.5931335,"(41.765071190037965, -87.59313349981315)"
Vacant/Abandoned Building,17-05756274,8/28/17,Rear,,Open,BACK BASEMENT DOOR OPEN,Vacant,FALSE,TRUE,1753,W,59TH,ST,60636,1165579.85,1865564.452,15,7,67,41.78669793,-87.66843777,"(41.78669793238196, -87.66843777258137)"
Vacant/Abandoned Building,17-05752240,8/28/17,Front,,Open,SIDE OPEN WINDOW.AND REAR BACK DOOR IS WIDE OPEN...,Vacant,FALSE,TRUE,7418,S,PEORIA,ST,60621,1171592.427,1855576.316,17,7,68,41.75915958,-87.6466849,"(41.75915958368111, -87.64668490246507)"
Vacant/Abandoned Building,17-05743927,8/28/17,Front,,Boarded,,Vacant,FALSE,TRUE,2646,W,AUGUSTA,BLVD,60622,1158573.001,1906551.723,26,12,24,41.89931742,-87.69300829,"(41.899317421368714, -87.69300828693949)"
Vacant/Abandoned Building,17-05755997,8/28/17,Front,,Boarded,NONE,Vacant,TRUE,FALSE,8939,S,EUCLID,AVE,,1190736.695,1846084.767,8,4,48,41.73267317,-87.57682868,"(41.732673171512765, -87.57682868444428)"
Vacant/Abandoned Building,17-05742001,8/28/17,,,,,,,,6427,S,CAMPBELL,AVE,60629,1160811.214,1861960.49,16,8,66,41.77690803,-87.68602167,"(41.776908030038335, -87.68602166841106)"
Vacant/Abandoned Building,17-05758683,8/28/17,Front,,Boarded,FRONT  DOOR OPEN,Vacant,FALSE,FALSE,316,W,101ST,ST,60628,1175896.089,1837957.598,9,5,49,41.7107162,-87.63143883,"(41.71071620330067, -87.6314388275771)"
Vacant/Abandoned Building,17-05747370,8/28/17,,,,,,,,838,N,KEYSTONE,AVE,60651,1149235.82,1905293.746,37,11,23,41.89605152,-87.72733645,"(41.89605151622739, -87.72733644826629)"
Vacant/Abandoned Building,17-05754815,8/28/17,Front,,Open,REAR WINDOW,Vacant,FALSE,TRUE,11623,S,CHURCH,ST,60643,1165344.682,1827542.885,34,22,75,41.68236599,-87.67037385,"(41.68236599023022, -87.670373852911)"
Vacant/Abandoned Building,17-05756069,8/28/17,Front,,Open,BACKDOOR,Vacant,FALSE,TRUE,12519,S,EMERALD,AVE,60628,1173597.834,1821847.674,34,5,53,41.66655916,-87.6403301,"(41.66655915585617, -87.64033009865356)"
Vacant/Abandoned Building,17-05772256,8/29/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,704,E,92ND,PL,60619,1182545.585,1843794.383,9,6,44,41.72658174,-87.60690687,"(41.72658173537922, -87.60690686739773)"
Vacant/Abandoned Building,17-05774265,8/29/17,Front,,Open,,Vacant,FALSE,FALSE,10443,S,INDIANA,AVE,60628,1179431.873,1835629.74,9,5,49,41.70424843,-87.61856092,"(41.70424842795196, -87.61856091600607)"
Vacant/Abandoned Building,17-05767305,8/29/17,,,,,,,,66,E,101ST,PL,60628,1178713.862,1837694.66,9,5,49,41.70993117,-87.6211276,"(41.70993117318198, -87.62112759991834)"
Vacant/Abandoned Building,17-05766811,8/29/17,,,,,,,,2214,E,83RD,ST,60617,1192442.623,1850374.943,8,4,46,41.74440448,-87.57043989,"(41.74440448310481, -87.57043988826929)"
Vacant/Abandoned Building,17-05768920,8/29/17,Front,,Open,FRONT,Vacant,TRUE,TRUE,6408,S,CLAREMONT,AVE,60636,1161843,1862098.465,16,8,66,41.77726528,-87.68223532,"(41.777265278927736, -87.68223532020652)"
Vacant/Abandoned Building,17-05769351,8/29/17,Front,,Boarded,,Vacant,FALSE,FALSE,6523,S,OAKLEY,AVE,60636,1162194.922,1861345.471,16,8,66,41.77519164,-87.68096611,"(41.775191640492224, -87.68096611315002)"
Vacant/Abandoned Building,17-05772149,8/29/17,Front,,Open,SIDE,Vacant,FALSE,FALSE,3547,N,PARIS,AVE,60634,1121114.175,1922520.659,38,16,17,41.9438232,-87.83025252,"(41.943823198837876, -87.8302525158855)"
Vacant/Abandoned Building,17-05769501,8/29/17,Front,,Open,WINDOWS ARE ALL OPENED,Vacant,FALSE,TRUE,927,W,53RD,PL,60609,1171031.84,1869319.668,20,9,61,41.79688523,-87.64833821,"(41.79688522985551, -87.64833820952255)"
Vacant/Abandoned Building,17-05766318,8/29/17,,,,,,,,11247,S,EGGLESTON,AVE,60628,1175299.937,1830322.557,34,22,49,41.68977784,-87.63384914,"(41.689777841652536, -87.63384914090892)"
Vacant/Abandoned Building,17-05774298,8/29/17,Front,,Open,REAR DOOR AND 2ND FLOOR WINDOWS,Vacant,FALSE,FALSE,11224,S,HALSTED,ST,60628,1172988.109,1830419.953,34,22,75,41.69009632,-87.6423099,"(41.69009631651274, -87.64230989788278)"
Vacant/Abandoned Building,17-05774157,8/29/17,Front,,Boarded,,Vacant,FALSE,FALSE,1134,E,44TH,ST,60653,1184677.2,1875901.014,4,2,39,41.81463566,-87.59809322,"(41.81463566480388, -87.59809322299698)"
Vacant/Abandoned Building,17-05785623,8/30/17,Front,,Open,,Vacant,FALSE,FALSE,5741,S,HOYNE,AVE,60636,1163342.588,1866564.206,15,7,67,41.78948857,-87.67661278,"(41.789488569794344, -87.67661278264306)"
Vacant/Abandoned Building,17-05790331,8/30/17,Front,,Open,,Vacant,FALSE,FALSE,310,E,118TH,ST,60628,1180168.13,1826776.467,9,5,53,41.679937,-87.61613481,"(41.679937001949675, -87.61613481034927)"
Vacant/Abandoned Building,17-05785646,8/30/17,Front,,Open,,Vacant,FALSE,FALSE,6608,S,LOWE,AVE,60621,1173175.46,1861070.641,6,7,68,41.77420185,-87.64072102,"(41.77420184762177, -87.64072102371803)"
Vacant/Abandoned Building,17-05787193,8/30/17,Front,,Open,,Vacant,FALSE,FALSE,7918,S,SOUTH SHORE,DR,60617,1198508.094,1853068.298,7,4,46,41.75164553,-87.54812572,"(41.751645529114256, -87.54812572151053)"
Vacant/Abandoned Building,17-05788267,8/30/17,Front,,Open,,Vacant,FALSE,FALSE,10742,S,BEVERLY,AVE,60643,1170503.691,1833465.897,34,22,75,41.6985092,-87.65131713,"(41.698509204349925, -87.65131713120175)"
Vacant/Abandoned Building,17-05788974,8/30/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,12841,S,SANGAMON,ST,60643,1172345.817,1819592.094,34,5,53,41.66039699,-87.64497802,"(41.660396992949735, -87.64497802463157)"
Vacant/Abandoned Building,17-05788978,8/30/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,12845,S,SANGAMON,ST,60643,1172346.717,1819566.994,34,5,53,41.66032809,-87.64497546,"(41.66032809449091, -87.64497546476201)"
Vacant/Abandoned Building,17-05793370,8/30/17,Rear,,Boarded,DOES NOT APPLY,Vacant,FALSE,FALSE,12228,S,NORMAL,AVE,60628,1175175.265,1823813.379,,,,41.67191841,-87.63449886,"(41.67191841421737, -87.63449885816357)"
Vacant/Abandoned Building,17-05787776,8/30/17,Rear,,Open,,Vacant,FALSE,TRUE,1625,S,KARLOV,AVE,60623,1149321.313,1891563.671,24,10,29,41.85837298,-87.72737847,"(41.858372978137865, -87.72737847409931)"
Vacant/Abandoned Building,17-05803482,8/31/17,Front,,Open,,Vacant,FALSE,TRUE,1955,S,TRUMBULL,AVE,60623,1153727.335,1890182.478,24,10,29,41.85449636,-87.71124219,"(41.85449635559816, -87.71124219261493)"
Vacant/Abandoned Building,17-05800628,8/31/17,Front,,Open,FRONT & REAR,Vacant,FALSE,FALSE,5827,S,PRAIRIE,AVE,60637,1179036.019,1866438.219,20,2,40,41.78879949,-87.619074,"(41.78879948987922, -87.61907399713098)"
Vacant/Abandoned Building,17-05811184,8/31/17,Front,,Open,,Vacant,FALSE,FALSE,1506,S,KOSTNER,AVE,60623,1147297.612,1892304.994,24,10,29,41.86044621,-87.73478785,"(41.86044621251045, -87.73478784839969)"
Vacant/Abandoned Building,17-05816889,8/31/17,Rear,,Open,REAR COACH HOUSE - DOORS,Vacant,TRUE,TRUE,4858,S,MAY,ST,60609,1169472.18,1872587.77,20,9,61,41.80588722,-87.65396292,"(41.8058872243415, -87.6539629226505)"
Vacant/Abandoned Building,17-05815591,8/31/17,Front,,Open,REAR,Vacant,FALSE,FALSE,2612,W,CORTEZ,ST,60622,1158794.917,1906889.107,1,12,24,41.90023868,-87.69218393,"(41.90023868360387, -87.69218393009199)"
