SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00880271,2/17/17,Front,,Open,FRONT AND REAR DOORS,Vacant,FALSE,FALSE,6833,S,MARSHFIELD,AVE,60636,1166520.49,1859395.194,17,7,67,41.76974869,-87.66516464,"(41.76974868908854, -87.66516463842777)"
Vacant/Abandoned Building,17-00893757,2/17/17,Front,,Open,FRONT,Vacant,FALSE,TRUE,1434,W,72ND,PL,60636,1167903.37,1856667.561,17,7,67,41.76223411,-87.66017385,"(41.7622341139052, -87.66017384861661)"
Vacant/Abandoned Building,17-00890562,2/17/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,8018,S,AVALON,AVE,60619,1185937.826,1852081.079,8,4,45,41.74924207,-87.59422019,"(41.74924207392026, -87.59422018853783)"
Vacant/Abandoned Building,17-00891107,2/17/17,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,1410,W,113TH,PL,60643,1168927.734,1829451.153,34,22,75,41.68752619,-87.65720291,"(41.687526188661984, -87.65720290523403)"
Vacant/Abandoned Building,17-00899314,2/17/17,Front,,Open,FRONT METAL DOORS ARE OPEN,Vacant,FALSE,FALSE,11000,S,MICHIGAN,AVE,60628,1178852.491,1832044.432,9,5,49,41.69442302,-87.62079112,"(41.694423017860714, -87.62079112091729)"
Vacant/Abandoned Building,17-00895918,2/17/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,1941,W,ROSCOE,ST,60657,1162799.409,1922587.869,32,19,5,41.94323405,-87.67703399,"(41.943234048283024, -87.6770339939967)"
Vacant/Abandoned Building,17-00905224,2/18/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,4160,S,WENTWORTH,AVE,60609,1175623.082,1877306.97,3,9,37,41.81870151,-87.63126243,"(41.81870150971542, -87.63126243420638)"
Vacant/Abandoned Building,17-00905281,2/18/17,Rear,,Open,FRONT DOOR,Vacant,FALSE,TRUE,4152,S,WENTWORTH,AVE,60609,1175622.182,1877350.17,3,9,37,41.81882007,-87.63126444,"(41.818820074530585, -87.63126444087864)"
Vacant/Abandoned Building,17-00906319,2/18/17,Rear,,Open,BACK DOOR,Vacant,FALSE,TRUE,7914,S,SACRAMENTO,AVE,60652,1157754.05,1851959.814,18,8,70,41.74952725,-87.69750022,"(41.74952725131951, -87.69750022163633)"
Vacant/Abandoned Building,17-00908523,2/18/17,Front,,Open,"FRONT DOOR IS OPEN, AND WINDOWS",Vacant,FALSE,TRUE,7447,S,EMERALD,AVE,60621,1172587.954,1855559.751,6,7,68,41.75909226,-87.64303684,"(41.759092264700485, -87.6430368352453)"
Vacant/Abandoned Building,17-00916528,2/18/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,9016,S,JEFFERY,BLVD,60617,1191082.639,1845583.632,8,4,48,41.73128966,-87.57557752,"(41.73128965586065, -87.5755775208643)"
Vacant/Abandoned Building,17-00908660,2/18/17,Rear,,Open,A MAN COMES AND PUTS HIS DOG IN THE GARAGE,Vacant,FALSE,FALSE,8238,S,HOUSTON,AVE,60617,1197919.947,1850930.295,7,4,46,41.7457934,-87.55035225,"(41.745793402346884, -87.5503522482782)"
Vacant/Abandoned Building,17-00908690,2/18/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,8233,S,HOUSTON,AVE,60617,1197918.947,1850963.695,7,4,46,41.74588508,-87.5503548,"(41.745885079368875, -87.5503547987848)"
Vacant/Abandoned Building,17-00908542,2/18/17,Front,,Open,"FRONT, REAR AND SIDE",Vacant,FALSE,TRUE,1417,E,71ST,ST,60619,1186979.244,1858212.779,8,3,43,41.76604342,-87.59020999,"(41.76604341885313, -87.59020998847244)"
Vacant/Abandoned Building,17-00913865,2/18/17,Front,,Open,VARIOUS,Vacant,FALSE,FALSE,1136,N,FRANCISCO,AVE,60622,1156846.44,1907423.934,26,12,24,41.90174603,-87.69932626,"(41.90174603113495, -87.69932625606565)"
Vacant/Abandoned Building,17-00936021,2/19/17,Rear,,Open,,Vacant,FALSE,TRUE,704,E,91ST,PL,60619,1182528.566,1844458.765,8,6,44,41.72840527,-87.60694867,"(41.72840527198945, -87.60694867278741)"
Vacant/Abandoned Building,17-00960435,2/20/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,5330,S,BISHOP,ST,60609,1167571.933,1869397.233,20,9,61,41.79717303,-87.66102384,"(41.7971730341041, -87.66102383800349)"
Vacant/Abandoned Building,17-00955353,2/20/17,Rear,,Open,DOOR RAR,Vacant,FALSE,TRUE,1023,N,SPRINGFIELD,AVE,60651,1150198.444,1906545.528,37,11,23,41.89946782,-87.72376824,"(41.89946782224059, -87.72376823550462)"
Vacant/Abandoned Building,17-00955355,2/20/17,Front,,Open,BACK GATE AND REAR DOOR OPEN,Vacant,FALSE,TRUE,7316,S,CLAREMONT,AVE,60636,1162003.513,1856090.689,18,8,66,41.76077575,-87.68181372,"(41.760775754727106, -87.68181371500064)"
Vacant/Abandoned Building,17-00951342,2/20/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,907,W,65TH,ST,60621,1171349.329,1861737.054,6,7,68,41.77607073,-87.64739578,"(41.77607072743307, -87.64739578297343)"
Vacant/Abandoned Building,17-00950194,2/20/17,Front,,Open,,Vacant,TRUE,FALSE,5622,S,EMERALD,AVE,60621,1172260.451,1867568.28,20,7,68,41.79205228,-87.64388428,"(41.79205227903077, -87.64388428227605)"
Vacant/Abandoned Building,17-00951620,2/20/17,Front,,Open,,Vacant,FALSE,TRUE,26,N,THROOP,ST,60607,1167707.938,1900282.185,27,12,28,41.88192137,-87.65963673,"(41.88192136904386, -87.65963672673874)"
Vacant/Abandoned Building,17-00956600,2/20/17,Garage,,Open,GARAGE,Vacant,FALSE,FALSE,5535,N,CHRISTIANA,AVE,60625,1153052.876,1936588.134,39,17,13,41.98185087,-87.71248468,"(41.981850871370305, -87.71248467750917)"
Vacant/Abandoned Building,17-00978187,2/21/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,2129,W,71ST,PL,60636,1163437.93,1857227.49,17,7,67,41.76386537,-87.67652467,"(41.763865365595464, -87.6765246676235)"
Vacant/Abandoned Building,17-00978426,2/21/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,951,N,CENTRAL PARK,AVE,60651,1152206.39,1906106.538,27,11,23,41.8982238,-87.71640461,"(41.89822380380012, -87.71640461146579)"
Vacant/Abandoned Building,17-00978029,2/21/17,Front,,Open,"GARAGE, WINDOWS BROKEN,",Vacant,FALSE,FALSE,5858,S,COTTAGE GROVE,AVE,60637,1182576.502,1866339.96,20,2,40,41.78844841,-87.60609548,"(41.78844841138201, -87.6060954753867)"
Vacant/Abandoned Building,17-00989857,2/21/17,Front,,Open,BACK DOOR,Vacant,FALSE,TRUE,7949,S,THROOP,ST,60620,1169041.479,1852014.059,21,6,71,41.74943977,-87.65613678,"(41.74943976747966, -87.65613678333443)"
Vacant/Abandoned Building,17-00997933,2/21/17,Front,,Boarded,,Vacant,FALSE,TRUE,4317,W,LEXINGTON,ST,60624,1147721.051,1896365.65,24,11,26,41.87158104,-87.73312928,"(41.8715810363598, -87.73312927781951)"
Vacant/Abandoned Building,17-00990390,2/21/17,Rear,,Boarded,REAR,Vacant,FALSE,TRUE,1421,W,69TH,ST,60636,1167963.432,1858991.536,6,7,67,41.76861011,-87.65988703,"(41.76861011487604, -87.6598870259212)"
Vacant/Abandoned Building,17-00981007,2/21/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,7623,S,LOWE,AVE,60620,1173287.337,1854333.991,6,6,71,41.7557132,-87.64050982,"(41.755713200546516, -87.6405098163647)"
Vacant/Abandoned Building,17-00977764,2/21/17,Rear,,Boarded,,Vacant,FALSE,FALSE,2945,W,85TH,ST,60652,1158126.851,1848047.13,18,8,70,41.73878265,-87.69624027,"(41.73878264896829, -87.6962402661336)"
Vacant/Abandoned Building,17-00982177,2/21/17,Rear,,Open,REAR DOOR,Vacant,FALSE,TRUE,7840,S,LAFLIN,ST,60620,1167476.313,1852739.206,17,6,71,41.75146333,-87.66185145,"(41.751463332708724, -87.66185145279454)"
Vacant/Abandoned Building,17-00987354,2/21/17,,,,,,,,7607,S,ABERDEEN,ST,60620,1170301.651,1854365.411,17,6,71,41.75586488,-87.65145071,"(41.75586488027998, -87.65145071356073)"
Vacant/Abandoned Building,17-00979376,2/21/17,Front,,Open,WINDOWS,Vacant,FALSE,TRUE,916,W,50TH,PL,60609,1171056.279,1871349.984,20,9,61,41.8024561,-87.64818925,"(41.80245610179352, -87.64818924569926)"
Vacant/Abandoned Building,17-00978898,2/21/17,Front,,Boarded,,Vacant,FALSE,TRUE,122,N,KILBOURN,AVE,60624,1146373.136,1900223.213,28,11,26,41.8821924,-87.73797981,"(41.88219240445939, -87.73797981319017)"
Vacant/Abandoned Building,17-00982277,2/21/17,Rear,,Open,ALL AROUND....AN EYE SORE. DANGEROUS TO NEIGHBORING PROPERTIES,Vacant,FALSE,TRUE,9830,S,AVENUE L,,60617,1201799.56,1840524.134,10,4,52,41.71714041,-87.53648995,"(41.71714040809645, -87.53648994876418)"
Vacant/Abandoned Building,17-01002431,2/22/17,Rear,,Open,,Vacant,FALSE,FALSE,6423,S,HONORE,ST,60636,1165116.087,1862081.364,15,7,67,41.77714972,-87.67023666,"(41.777149719183726, -87.67023666068395)"
Vacant/Abandoned Building,17-01003559,2/22/17,Front,,Open,,Vacant,TRUE,FALSE,5116,S,WOOD,ST,60609,1165212.603,1870767,16,9,61,41.80098215,-87.66963703,"(41.80098214904048, -87.66963702910824)"
Vacant/Abandoned Building,17-01009996,2/22/17,Front,,Open,OPEN ALL OVER,Vacant,FALSE,TRUE,1444,W,99TH,ST,60643,1168284.358,1839097.248,21,22,73,41.71401047,-87.65928186,"(41.71401046597578, -87.659281855724)"
Vacant/Abandoned Building,17-01007210,2/22/17,Front,,Open,,Vacant,FALSE,FALSE,5844,S,PRAIRIE,AVE,60637,1179038.819,1866324.019,20,2,40,41.78848605,-87.61906721,"(41.78848605028345, -87.61906720930038)"
Vacant/Abandoned Building,17-01009822,2/22/17,,,,,,,,6027,S,ABERDEEN,ST,60621,1170014.378,1864835.7,16,7,68,41.7846029,-87.65219962,"(41.7846028962465, -87.65219962094595)"
Vacant/Abandoned Building,17-01004356,2/22/17,Rear,,Boarded,,Vacant,FALSE,FALSE,7953,S,UNION,AVE,60620,1173014.512,1852141.747,17,6,71,41.74970343,-87.64157425,"(41.749703429392206, -87.64157424533634)"
Vacant/Abandoned Building,17-01004488,2/22/17,Rear,,Boarded,,Vacant,FALSE,FALSE,7955,S,UNION,AVE,60620,1173014.912,1852128.347,17,6,71,41.74966665,-87.64157317,"(41.74966664925305, -87.64157317435449)"
Vacant/Abandoned Building,17-01012866,2/22/17,Rear,,Boarded,,Vacant,FALSE,FALSE,6837,S,TALMAN,AVE,60629,1159887.09,1859209.683,17,8,66,41.76937846,-87.689485,"(41.76937845885335, -87.68948499536054)"
Vacant/Abandoned Building,17-01016065,2/22/17,Front,,Open,,Vacant,FALSE,TRUE,1744,N,SAYRE,AVE,60707,1129318.652,1910821.88,29,25,25,41.9115842,-87.80036328,"(41.91158420112726, -87.80036327564702)"
Vacant/Abandoned Building,17-01012529,2/22/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,7917,S,MARYLAND,AVE,60619,1183275.014,1852694.396,8,6,44,41.75098743,-87.60395862,"(41.75098743435365, -87.60395861779668)"
Vacant/Abandoned Building,17-01009089,2/22/17,Front,,Open,,Vacant,FALSE,TRUE,444,W,111TH,ST,60628,1175200.59,1831297.366,34,22,49,41.69245508,-87.63418389,"(41.69245507856592, -87.63418388556337)"
Vacant/Abandoned Building,17-01018596,2/22/17,Front,,Open,DOORS AND WONDOWS,Vacant,FALSE,FALSE,329,W,105TH,PL,60628,1175938.254,1834966.968,34,5,49,41.70250855,-87.63137369,"(41.702508546071066, -87.63137369087609)"
Vacant/Abandoned Building,17-01001412,2/22/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,731,E,103RD,PL,60628,1182891.929,1836487.15,9,5,50,41.70652177,-87.60586435,"(41.70652176535177, -87.60586435043217)"
Vacant/Abandoned Building,17-01002152,2/22/17,,,,,,,,3453,N,HOYNE,AVE,60618,1161743.664,1922918.302,32,19,5,41.94416289,-87.68090514,"(41.9441628906758, -87.68090513648534)"
Vacant/Abandoned Building,17-01014065,2/22/17,Front,,Open,ALL,Vacant,TRUE,FALSE,11758,S,MORGAN,ST,60643,1171773.141,1826846.66,34,5,53,41.68031728,-87.64686217,"(41.68031728067934, -87.6468621689522)"
Vacant/Abandoned Building,17-01016419,2/22/17,Front,,Boarded,,Vacant,FALSE,FALSE,4526,N,DOVER,ST,60640,1165970.734,1930160.312,46,19,3,41.96394594,-87.66516082,"(41.96394594212325, -87.66516082058338)"
Vacant/Abandoned Building,17-01001299,2/22/17,,,,,,,,5614,W,BYRON,ST,60634,1138226.403,1925362.91,38,16,15,41.95132979,-87.76728576,"(41.95132979412931, -87.76728575940942)"
Vacant/Abandoned Building,17-01001356,2/22/17,,,,,,,,5616,W,BYRON,ST,60634,1138213.003,1925362.61,38,16,15,41.95132921,-87.76733503,"(41.95132921374597, -87.76733502540874)"
Vacant/Abandoned Building,17-01005974,2/22/17,Rear,,Open,,Vacant,FALSE,TRUE,1149,N,KEYSTONE,AVE,60651,1149175.85,1907362.616,37,11,23,41.90172987,-87.72750305,"(41.90172987150369, -87.72750304972914)"
Vacant/Abandoned Building,17-01029510,2/23/17,,,,,,,,7628,S,PEORIA,ST,60620,1171627.555,1854261.845,17,6,71,41.75555174,-87.64659462,"(41.75555173894425, -87.64659461904671)"
Vacant/Abandoned Building,17-01025239,2/23/17,Rear,,Boarded,,Vacant,FALSE,FALSE,8738,S,WABASH,AVE,60619,1178238.12,1847072.7,9,6,44,41.73567652,-87.62258628,"(41.73567651669671, -87.62258628039501)"
Vacant/Abandoned Building,17-01031089,2/23/17,Front,,Boarded,,Vacant,FALSE,FALSE,648,W,62ND,ST,60621,1172992.014,1863780.261,16,7,68,41.78164141,-87.64131357,"(41.78164140629302, -87.6413135680788)"
Vacant/Abandoned Building,17-01033441,2/23/17,Front,,Open,,Vacant,TRUE,TRUE,6353,S,LAFLIN,ST,60636,1167425.678,1862603.952,16,7,67,41.77853458,-87.66175477,"(41.77853458404842, -87.66175476514805)"
Vacant/Abandoned Building,17-01024520,2/23/17,Front,,Open,,Vacant,TRUE,FALSE,5121,S,UNION,AVE,60609,1172503.5,1870918.626,3,9,61,41.80124063,-87.64289439,"(41.801240632506385, -87.64289439051821)"
Vacant/Abandoned Building,17-01046582,2/23/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,4516,S,DR MARTIN LUTHER KING JR,DR,60653,1179612.563,1875265.829,3,2,38,41.81301007,-87.61669017,"(41.813010070343466, -87.61669017000806)"
Vacant/Abandoned Building,17-01031464,2/23/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,8218,S,HERMITAGE,AVE,60620,1166108.795,1850196.282,17,6,71,41.74451437,-87.66693493,"(41.7445143658565, -87.66693493146337)"
Vacant/Abandoned Building,17-01029301,2/23/17,Front,,Open,ALL AROUND,Vacant,FALSE,TRUE,7114,S,LAFAYETTE,AVE,60621,1177073.209,1857737.4,6,7,69,41.76496804,-87.62653309,"(41.76496804044304, -87.626533089017)"
Vacant/Abandoned Building,17-01035879,2/23/17,Front,,Open,,Vacant,FALSE,TRUE,5347,S,RACINE,AVE,60609,1169232.655,1869327.62,20,9,61,41.7969462,-87.65493578,"(41.79694620354398, -87.65493577841345)"
Vacant/Abandoned Building,17-01035310,2/23/17,Front,,Open,"FRONT, REAR",Vacant,FALSE,FALSE,8043,S,KIMBARK,AVE,60619,1186274.452,1851921.434,8,4,45,41.74879605,-87.59299171,"(41.74879604975556, -87.59299171081196)"
Vacant/Abandoned Building,17-01033747,2/23/17,Front,,Open,DOOR,Vacant,FALSE,FALSE,8035,S,AVALON,AVE,60619,1185940.826,1851966.779,8,4,45,41.74892835,-87.59421279,"(41.748928352592294, -87.59421279339904)"
Vacant/Abandoned Building,17-01030843,2/23/17,Front,,Open,ALL AROUND,Vacant,FALSE,FALSE,1318,W,110TH,PL,60643,1169509.994,1831491.896,34,22,75,41.69311376,-87.65501249,"(41.69311376214841, -87.65501248741519)"
Vacant/Abandoned Building,17-01029513,2/23/17,,,,,,,,10709,S,FOREST,AVE,60628,1180145.854,1833972.398,9,5,49,41.69968416,-87.615997,"(41.699684164902315, -87.61599700202359)"
Vacant/Abandoned Building,17-01053467,2/24/17,Front,,Open,MULTIPLE DOORS & WINDOWS,Vacant,FALSE,TRUE,3239,W,23RD,ST,60623,1155028.809,1888530.477,12,10,30,41.8499371,-87.70650948,"(41.849937101596296, -87.70650948007007)"
Vacant/Abandoned Building,17-01062927,2/24/17,Front,,Open,"WINDOW NEXT TO DOOR IN FRONT, BASEMENT WINDOWS,",Vacant,FALSE,TRUE,6448,S,JUSTINE,ST,60636,1167114.088,1861965.458,16,7,67,41.77678915,-87.66291532,"(41.776789148610895, -87.66291532246052)"
Vacant/Abandoned Building,17-01064911,2/24/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,7521,S,ST LAWRENCE,AVE,60619,1181537.381,1855271.678,6,6,69,41.75810002,-87.61024672,"(41.75810001745787, -87.61024672022369)"
Vacant/Abandoned Building,17-01051609,2/24/17,Front,,Open,ALL ENTRIES,Vacant,FALSE,FALSE,8103,S,DAMEN,AVE,60620,1164436.078,1850919.01,17,6,71,41.74653302,-87.67304368,"(41.74653302092874, -87.6730436768414)"
Vacant/Abandoned Building,17-01052214,2/24/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,9345,S,UNIVERSITY,AVE,60619,1185509.803,1843249.241,8,4,47,41.72501665,-87.59606586,"(41.72501664819551, -87.59606585739552)"
Vacant/Abandoned Building,17-01052256,2/24/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,9347,S,UNIVERSITY,AVE,60619,1185510.203,1843236.041,8,4,47,41.72498042,-87.59606481,"(41.7249804165093, -87.59606480632068)"
Vacant/Abandoned Building,17-01052210,2/24/17,Rear,,Open,REAR,Vacant,FALSE,FALSE,9343,S,UNIVERSITY,AVE,60619,1185509.403,1843262.441,8,4,47,41.72505288,-87.59606691,"(41.72505287988149, -87.59606690847124)"
Vacant/Abandoned Building,17-01066753,2/24/17,Front,,Open,,Vacant,FALSE,FALSE,10645,S,AVENUE O,,60617,1200866.478,1834973.23,10,4,52,41.70193191,-87.54009462,"(41.70193190716944, -87.54009461926766)"
Vacant/Abandoned Building,17-01051782,2/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,1146,W,112TH,ST,60643,1170682.386,1830525.125,34,22,75,41.69043537,-87.65074817,"(41.69043537214229, -87.65074816914151)"
Vacant/Abandoned Building,17-01057276,2/24/17,Front,,Boarded,,Vacant,FALSE,FALSE,7919,S,ESSEX,AVE,60617,1194231.511,1852948.02,7,4,46,41.75142151,-87.563801,"(41.75142150887049, -87.56380100004405)"
Vacant/Abandoned Building,17-01058412,2/24/17,,,,,,,,7845,S,KINGSTON,AVE,60649,1194550.45,1853441.91,7,4,43,41.75276895,-87.56261605,"(41.752768947333, -87.56261605425827)"
Vacant/Abandoned Building,17-01059939,2/24/17,Front,,Open,FRONT AND REAR,Vacant,TRUE,FALSE,9949,S,YATES,AVE,60617,1194134.127,1839474.097,7,4,51,41.71445026,-87.56459886,"(41.7144502582508, -87.56459885558546)"
Vacant/Abandoned Building,17-01059997,2/24/17,Front,,Open,FRONT AND REAR TO HIGH WEED,Vacant,FALSE,TRUE,9951,S,YATES,AVE,60617,1194134.357,1839460.629,7,4,51,41.7144133,-87.56459845,"(41.714413295412065, -87.56459845269856)"
Vacant/Abandoned Building,17-01058995,2/24/17,Front,,Open,REAR DOOR WIDE OPEN,Vacant,FALSE,TRUE,10551,S,EDBROOKE,AVE,60628,1179138.091,1834999.717,9,5,49,41.70252624,-87.61965581,"(41.70252624327647, -87.6196558073625)"
Vacant/Abandoned Building,17-01051888,2/24/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,10360,S,INDIANA,AVE,60628,1179413.931,1836247.12,9,5,49,41.70594301,-87.61860785,"(41.70594301087478, -87.61860785143071)"
Vacant/Abandoned Building,17-01063747,2/24/17,Front,,Open,,Vacant,FALSE,FALSE,1217,W,WELLINGTON,AVE,60657,1167656.768,1920058.518,32,19,6,41.93618995,-87.65925394,"(41.936189951049904, -87.65925393664983)"
Vacant/Abandoned Building,17-01054857,2/24/17,Front,,Open,REAR DOOR/GARAGE SIDE DOOR,Vacant,FALSE,TRUE,1023,N,SPRINGFIELD,AVE,60651,1150198.444,1906545.528,37,11,23,41.89946782,-87.72376824,"(41.89946782224059, -87.72376823550462)"
Vacant/Abandoned Building,17-01082641,2/25/17,Front,,Open,,Vacant,FALSE,FALSE,6653,S,CHAMPLAIN,AVE,60637,1181711.42,1861039.329,20,3,42,41.77392302,-87.60943099,"(41.773923020069596, -87.6094309936198)"
Vacant/Abandoned Building,17-01073949,2/25/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,6230,S,RHODES,AVE,60637,1180972.519,1863820.867,20,3,42,41.78157286,-87.61205411,"(41.78157286376039, -87.61205410563213)"
Vacant/Abandoned Building,17-01070077,2/25/17,Front,,Open,,Vacant,FALSE,TRUE,8224,S,EMERALD,AVE,60620,1172734.578,1850343.898,21,6,71,41.74477607,-87.64265292,"(41.74477606891287, -87.64265292055133)"
Vacant/Abandoned Building,17-01076995,2/25/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,8748,S,JUSTINE,ST,60620,1167530.976,1846713.37,21,22,71,41.73492641,-87.66182345,"(41.734926408946905, -87.66182345285996)"
Vacant/Abandoned Building,17-01071456,2/25/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,732,W,82ND,ST,60620,1172729.278,1850507.198,21,6,71,41.7452243,-87.64266754,"(41.74522430220899, -87.64266753782259)"
Vacant/Abandoned Building,17-01074937,2/25/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,4454,W,WEST END,AVE,60624,1146582.08,1900601.165,28,11,26,41.88322557,-87.73720292,"(41.88322556841721, -87.73720292188258)"
Vacant/Abandoned Building,17-01084192,2/26/17,Rear,,Open,ALL ENTRIES OPEN,Vacant,FALSE,TRUE,7943,S,JUSTINE,ST,60620,1167386.495,1852001.455,21,6,71,41.74944077,-87.66220168,"(41.74944076604568, -87.66220168175536)"
Vacant/Abandoned Building,17-01089282,2/26/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,737,E,40TH,ST,60653,1181771.067,1878370.988,4,2,38,41.8214812,-87.60867674,"(41.821481196749474, -87.60867674383188)"
Vacant/Abandoned Building,17-01091880,2/26/17,Front,,Open,"REAR DOOR, AND OTHER AREAS,",Vacant,FALSE,TRUE,3217,N,OCTAVIA,AVE,60634,1126858.279,1920540.945,29,16,17,41.93829617,-87.80918386,"(41.93829617086728, -87.80918385622002)"
Vacant/Abandoned Building,17-01091394,2/26/17,Front,,Open,VARIOUS,Vacant,FALSE,FALSE,942,W,116TH,PL,60643,1172030.98,1827593.19,34,5,53,41.68236024,-87.64589655,"(41.68236023920491, -87.64589655382937)"
Vacant/Abandoned Building,17-01082794,2/26/17,Rear,,Open,"BASEMENT WINDOWS SIDE WINDOWS, FRONT DOOR",Vacant,FALSE,TRUE,10201,S,STATE,ST,60628,1178053.203,1837333.519,9,5,49,41.70895512,-87.62355792,"(41.70895512120388, -87.62355792203995)"
Vacant/Abandoned Building,17-01096882,2/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,7257,S,COLES,AVE,60649,1194499.742,1857590.746,7,3,43,41.76415491,-87.56266567,"(41.76415491241233, -87.56266567491805)"
Vacant/Abandoned Building,17-01097056,2/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,7251,S,COLES,AVE,60649,1194471.242,1857630.346,7,3,43,41.76426428,-87.56276883,"(41.764264278337976, -87.5627688319586)"
Vacant/Abandoned Building,17-01097124,2/26/17,Front,,Boarded,,Vacant,FALSE,FALSE,7245,S,COLES,AVE,60649,1194442.842,1857670.046,7,3,43,41.76437392,-87.56287162,"(41.764373916121215, -87.56287161954718)"
Vacant/Abandoned Building,17-01101202,2/27/17,Front,,Open,,Vacant,FALSE,FALSE,8424,S,GILBERT,CT,60620,1172798.89,1848667.46,21,6,71,41.74017429,-87.64246659,"(41.74017428629148, -87.64246658972093)"
Vacant/Abandoned Building,17-01109163,2/27/17,Front,,Open,,Vacant,FALSE,FALSE,4341,W,MAYPOLE,AVE,60624,1147295.45,1901098.796,28,11,26,41.8845775,-87.73457061,"(41.884577495924425, -87.73457060915827)"
Vacant/Abandoned Building,17-01113211,2/27/17,Front,,Boarded,N/A,Vacant,TRUE,FALSE,5757,S,HERMITAGE,AVE,60636,1165661.816,1866512.294,15,7,67,41.78929719,-87.66811035,"(41.78929718883838, -87.66811035363092)"
Vacant/Abandoned Building,17-01098386,2/27/17,,,,,,,,6617,S,WOLCOTT,AVE,60636,1164824.493,1860789.225,15,7,67,41.77361009,-87.67134211,"(41.77361008523548, -87.6713421061228)"
Vacant/Abandoned Building,17-01102200,2/27/17,Front,,Open,FRONT BASEMENT IS BROKEN INTO,Vacant,FALSE,TRUE,5610,S,OAKLEY,AVE,60636,1162073.158,1867464.41,15,8,63,41.79198536,-87.68124237,"(41.79198536211534, -87.68124237250503)"
Vacant/Abandoned Building,17-01107545,2/27/17,Rear,,Open,,Vacant,FALSE,FALSE,6300,S,MAPLEWOOD,AVE,60629,1160454.823,1862794.723,16,8,66,41.77920464,-87.68730522,"(41.77920463707634, -87.68730521775946)"
Vacant/Abandoned Building,17-01109681,2/27/17,,,,,,,,6547,S,CLAREMONT,AVE,60636,1161869.054,1861177.104,16,8,66,41.7747364,-87.68216538,"(41.774736395163906, -87.68216538260587)"
Vacant/Abandoned Building,17-01115639,2/27/17,Garage,,Open,,Occupied,FALSE,FALSE,9610,S,PARNELL,AVE,60628,1174325.516,1841160.213,21,22,73,41.71953962,-87.63709572,"(41.71953962196244, -87.63709572133476)"
Vacant/Abandoned Building,17-01118660,2/27/17,Front,,Open,REAR  & BSMNT WINDOWS,Vacant,FALSE,FALSE,7934,S,BISHOP,ST,60620,1168046.667,1852072.598,21,6,71,41.74962183,-87.6597805,"(41.7496218349675, -87.6597804981998)"
Vacant/Abandoned Building,17-01117666,2/27/17,Front,,Open,,Vacant,FALSE,TRUE,1534,S,KOMENSKY,AVE,60623,1149634.514,1892177.353,24,10,29,41.86005093,-87.72621289,"(41.86005092525333, -87.72621288751031)"
Vacant/Abandoned Building,17-01105836,2/27/17,Rear,,Open,,Vacant,TRUE,TRUE,6022,S,LOOMIS,BLVD,60636,1168027.239,1864816.627,16,7,67,41.78459353,-87.65948583,"(41.78459352505761, -87.65948583443901)"
